source,target,attributes
Q_285,arrest,{'type': 'RELATES_TO'}
Q_285,CRPC_41,{'type': 'MATCHES'}
Q_285,CRPC_73,{'type': 'MATCHES'}
Q_285,CRPC_160,{'type': 'MATCHES'}
Q_285,CRPC_167,{'type': 'MATCHES'}
Q_285,IEA_27,{'type': 'MATCHES'}
Q_287,arrest,{'type': 'RELATES_TO'}
Q_287,CRPC_41,{'type': 'MATCHES'}
Q_287,CRPC_73,{'type': 'MATCHES'}
Q_287,CRPC_160,{'type': 'MATCHES'}
Q_287,CRPC_167,{'type': 'MATCHES'}
Q_287,IEA_27,{'type': 'MATCHES'}
Q_289,fir,{'type': 'RELATES_TO'}
Q_289,rape,{'type': 'RELATES_TO'}
Q_289,CRPC_154,{'type': 'MATCHES'}
Q_289,CRPC_156,{'type': 'MATCHES'}
Q_289,CRPC_200,{'type': 'MATCHES'}
Q_289,CRPC_210,{'type': 'MATCHES'}
Q_289,CRPC_302,{'type': 'MATCHES'}
Q_289,CRPC_482,{'type': 'MATCHES'}
Q_289,CPC_24,{'type': 'MATCHES'}
Q_289,IPC_375,{'type': 'MATCHES'}
Q_289,IPC_376,{'type': 'MATCHES'}
Q_289,IEA_45,{'type': 'MATCHES'}
Q_293,cheque_bounce,{'type': 'RELATES_TO'}
Q_293,NIA_138,{'type': 'MATCHES'}
Q_295,defamation,{'type': 'RELATES_TO'}
Q_295,IPC_499,{'type': 'MATCHES'}
Q_295,IPC_500,{'type': 'MATCHES'}
Q_298,domestic_violence,{'type': 'RELATES_TO'}
Q_299,charge_sheet,{'type': 'RELATES_TO'}
Q_299,fir,{'type': 'RELATES_TO'}
Q_299,CRPC_173,{'type': 'MATCHES'}
Q_299,CRPC_205,{'type': 'MATCHES'}
Q_299,CRPC_210,{'type': 'MATCHES'}
Q_299,CRPC_216,{'type': 'MATCHES'}
Q_299,CRPC_227,{'type': 'MATCHES'}
Q_299,CRPC_239,{'type': 'MATCHES'}
Q_299,CRPC_317,{'type': 'MATCHES'}
Q_299,CRPC_154,{'type': 'MATCHES'}
Q_299,CRPC_156,{'type': 'MATCHES'}
Q_299,CRPC_200,{'type': 'MATCHES'}
Q_299,CRPC_302,{'type': 'MATCHES'}
Q_299,CRPC_482,{'type': 'MATCHES'}
Q_299,CPC_24,{'type': 'MATCHES'}
Q_302,bail,{'type': 'RELATES_TO'}
Q_302,CRPC_167,{'type': 'MATCHES'}
Q_302,CRPC_397,{'type': 'MATCHES'}
Q_302,CRPC_439,{'type': 'MATCHES'}
Q_302,CRPC_482,{'type': 'MATCHES'}
Q_303,fir,{'type': 'RELATES_TO'}
Q_303,CRPC_154,{'type': 'MATCHES'}
Q_303,CRPC_156,{'type': 'MATCHES'}
Q_303,CRPC_200,{'type': 'MATCHES'}
Q_303,CRPC_210,{'type': 'MATCHES'}
Q_303,CRPC_302,{'type': 'MATCHES'}
Q_303,CRPC_482,{'type': 'MATCHES'}
Q_303,CPC_24,{'type': 'MATCHES'}
Q_305,charge_sheet,{'type': 'RELATES_TO'}
Q_305,CRPC_173,{'type': 'MATCHES'}
Q_305,CRPC_205,{'type': 'MATCHES'}
Q_305,CRPC_210,{'type': 'MATCHES'}
Q_305,CRPC_216,{'type': 'MATCHES'}
Q_305,CRPC_227,{'type': 'MATCHES'}
Q_305,CRPC_239,{'type': 'MATCHES'}
Q_305,CRPC_317,{'type': 'MATCHES'}
Q_306,confession,{'type': 'RELATES_TO'}
Q_306,CRPC_161,{'type': 'MATCHES'}
Q_306,CRPC_164,{'type': 'MATCHES'}
Q_306,IEA_27,{'type': 'MATCHES'}
Q_307,charge_sheet,{'type': 'RELATES_TO'}
Q_307,anticipatory_bail,{'type': 'RELATES_TO'}
Q_307,CRPC_173,{'type': 'MATCHES'}
Q_307,CRPC_205,{'type': 'MATCHES'}
Q_307,CRPC_210,{'type': 'MATCHES'}
Q_307,CRPC_216,{'type': 'MATCHES'}
Q_307,CRPC_227,{'type': 'MATCHES'}
Q_307,CRPC_239,{'type': 'MATCHES'}
Q_307,CRPC_317,{'type': 'MATCHES'}
Q_307,CRPC_438,{'type': 'MATCHES'}
Q_311,assault,{'type': 'RELATES_TO'}
Q_311,arrest,{'type': 'RELATES_TO'}
Q_311,IPC_320,{'type': 'MATCHES'}
Q_311,IPC_323,{'type': 'MATCHES'}
Q_311,IPC_324,{'type': 'MATCHES'}
Q_311,IPC_325,{'type': 'MATCHES'}
Q_311,IPC_326,{'type': 'MATCHES'}
Q_311,IPC_337,{'type': 'MATCHES'}
Q_311,IPC_338,{'type': 'MATCHES'}
Q_311,IPC_350,{'type': 'MATCHES'}
Q_311,CRPC_320,{'type': 'MATCHES'}
Q_311,CRPC_41,{'type': 'MATCHES'}
Q_311,CRPC_73,{'type': 'MATCHES'}
Q_311,CRPC_160,{'type': 'MATCHES'}
Q_311,CRPC_167,{'type': 'MATCHES'}
Q_311,IEA_27,{'type': 'MATCHES'}
Q_312,domestic_violence,{'type': 'RELATES_TO'}
Q_312,maintenance,{'type': 'RELATES_TO'}
Q_312,CRPC_125,{'type': 'MATCHES'}
Q_312,HMA_9,{'type': 'MATCHES'}
Q_313,fir,{'type': 'RELATES_TO'}
Q_313,CRPC_154,{'type': 'MATCHES'}
Q_313,CRPC_156,{'type': 'MATCHES'}
Q_313,CRPC_200,{'type': 'MATCHES'}
Q_313,CRPC_210,{'type': 'MATCHES'}
Q_313,CRPC_302,{'type': 'MATCHES'}
Q_313,CRPC_482,{'type': 'MATCHES'}
Q_313,CPC_24,{'type': 'MATCHES'}
Q_314,defamation,{'type': 'RELATES_TO'}
Q_314,IPC_499,{'type': 'MATCHES'}
Q_314,IPC_500,{'type': 'MATCHES'}
Q_315,cheating,{'type': 'RELATES_TO'}
Q_315,IPC_415,{'type': 'MATCHES'}
Q_315,IPC_417,{'type': 'MATCHES'}
Q_315,IPC_419,{'type': 'MATCHES'}
Q_315,IPC_420,{'type': 'MATCHES'}
Q_315,CRPC_320,{'type': 'MATCHES'}
Q_315,ICA_73,{'type': 'MATCHES'}
Q_315,ICA_74,{'type': 'MATCHES'}
Q_315,ICA_75,{'type': 'MATCHES'}
Q_316,fir,{'type': 'RELATES_TO'}
Q_316,cheating,{'type': 'RELATES_TO'}
Q_316,CRPC_154,{'type': 'MATCHES'}
Q_316,CRPC_156,{'type': 'MATCHES'}
Q_316,CRPC_200,{'type': 'MATCHES'}
Q_316,CRPC_210,{'type': 'MATCHES'}
Q_316,CRPC_302,{'type': 'MATCHES'}
Q_316,CRPC_482,{'type': 'MATCHES'}
Q_316,CPC_24,{'type': 'MATCHES'}
Q_316,IPC_415,{'type': 'MATCHES'}
Q_316,IPC_417,{'type': 'MATCHES'}
Q_316,IPC_419,{'type': 'MATCHES'}
Q_316,IPC_420,{'type': 'MATCHES'}
Q_316,CRPC_320,{'type': 'MATCHES'}
Q_316,ICA_73,{'type': 'MATCHES'}
Q_316,ICA_74,{'type': 'MATCHES'}
Q_316,ICA_75,{'type': 'MATCHES'}
Q_317,abetment,{'type': 'RELATES_TO'}
Q_317,IPC_107,{'type': 'MATCHES'}
Q_318,cheating,{'type': 'RELATES_TO'}
Q_318,IPC_415,{'type': 'MATCHES'}
Q_318,IPC_417,{'type': 'MATCHES'}
Q_318,IPC_419,{'type': 'MATCHES'}
Q_318,IPC_420,{'type': 'MATCHES'}
Q_318,CRPC_320,{'type': 'MATCHES'}
Q_318,ICA_73,{'type': 'MATCHES'}
Q_318,ICA_74,{'type': 'MATCHES'}
Q_318,ICA_75,{'type': 'MATCHES'}
Q_320,defamation,{'type': 'RELATES_TO'}
Q_320,IPC_499,{'type': 'MATCHES'}
Q_320,IPC_500,{'type': 'MATCHES'}
Q_323,fir,{'type': 'RELATES_TO'}
Q_323,CRPC_154,{'type': 'MATCHES'}
Q_323,CRPC_156,{'type': 'MATCHES'}
Q_323,CRPC_200,{'type': 'MATCHES'}
Q_323,CRPC_210,{'type': 'MATCHES'}
Q_323,CRPC_302,{'type': 'MATCHES'}
Q_323,CRPC_482,{'type': 'MATCHES'}
Q_323,CPC_24,{'type': 'MATCHES'}
Q_326,fir,{'type': 'RELATES_TO'}
Q_326,CRPC_154,{'type': 'MATCHES'}
Q_326,CRPC_156,{'type': 'MATCHES'}
Q_326,CRPC_200,{'type': 'MATCHES'}
Q_326,CRPC_210,{'type': 'MATCHES'}
Q_326,CRPC_302,{'type': 'MATCHES'}
Q_326,CRPC_482,{'type': 'MATCHES'}
Q_326,CPC_24,{'type': 'MATCHES'}
Q_327,defamation,{'type': 'RELATES_TO'}
Q_327,IPC_499,{'type': 'MATCHES'}
Q_327,IPC_500,{'type': 'MATCHES'}
Q_329,bail,{'type': 'RELATES_TO'}
Q_329,CRPC_167,{'type': 'MATCHES'}
Q_329,CRPC_397,{'type': 'MATCHES'}
Q_329,CRPC_439,{'type': 'MATCHES'}
Q_329,CRPC_482,{'type': 'MATCHES'}
Q_330,assault,{'type': 'RELATES_TO'}
Q_330,criminal_intimidation,{'type': 'RELATES_TO'}
Q_330,bail,{'type': 'RELATES_TO'}
Q_330,IPC_320,{'type': 'MATCHES'}
Q_330,IPC_323,{'type': 'MATCHES'}
Q_330,IPC_324,{'type': 'MATCHES'}
Q_330,IPC_325,{'type': 'MATCHES'}
Q_330,IPC_326,{'type': 'MATCHES'}
Q_330,IPC_337,{'type': 'MATCHES'}
Q_330,IPC_338,{'type': 'MATCHES'}
Q_330,IPC_350,{'type': 'MATCHES'}
Q_330,CRPC_320,{'type': 'MATCHES'}
Q_330,IPC_503,{'type': 'MATCHES'}
Q_330,IPC_504,{'type': 'MATCHES'}
Q_330,IPC_506,{'type': 'MATCHES'}
Q_330,CRPC_167,{'type': 'MATCHES'}
Q_330,CRPC_397,{'type': 'MATCHES'}
Q_330,CRPC_439,{'type': 'MATCHES'}
Q_330,CRPC_482,{'type': 'MATCHES'}
Q_331,arrest,{'type': 'RELATES_TO'}
Q_331,CRPC_41,{'type': 'MATCHES'}
Q_331,CRPC_73,{'type': 'MATCHES'}
Q_331,CRPC_160,{'type': 'MATCHES'}
Q_331,CRPC_167,{'type': 'MATCHES'}
Q_331,IEA_27,{'type': 'MATCHES'}
Q_332,rape,{'type': 'RELATES_TO'}
Q_332,IPC_375,{'type': 'MATCHES'}
Q_332,IPC_376,{'type': 'MATCHES'}
Q_332,IEA_45,{'type': 'MATCHES'}
Q_335,fir,{'type': 'RELATES_TO'}
Q_335,cheating,{'type': 'RELATES_TO'}
Q_335,rape,{'type': 'RELATES_TO'}
Q_335,CRPC_154,{'type': 'MATCHES'}
Q_335,CRPC_156,{'type': 'MATCHES'}
Q_335,CRPC_200,{'type': 'MATCHES'}
Q_335,CRPC_210,{'type': 'MATCHES'}
Q_335,CRPC_302,{'type': 'MATCHES'}
Q_335,CRPC_482,{'type': 'MATCHES'}
Q_335,CPC_24,{'type': 'MATCHES'}
Q_335,IPC_415,{'type': 'MATCHES'}
Q_335,IPC_417,{'type': 'MATCHES'}
Q_335,IPC_419,{'type': 'MATCHES'}
Q_335,IPC_420,{'type': 'MATCHES'}
Q_335,CRPC_320,{'type': 'MATCHES'}
Q_335,ICA_73,{'type': 'MATCHES'}
Q_335,ICA_74,{'type': 'MATCHES'}
Q_335,ICA_75,{'type': 'MATCHES'}
Q_335,IPC_375,{'type': 'MATCHES'}
Q_335,IPC_376,{'type': 'MATCHES'}
Q_335,IEA_45,{'type': 'MATCHES'}
Q_336,rape,{'type': 'RELATES_TO'}
Q_336,arrest,{'type': 'RELATES_TO'}
Q_336,IPC_375,{'type': 'MATCHES'}
Q_336,IPC_376,{'type': 'MATCHES'}
Q_336,IEA_45,{'type': 'MATCHES'}
Q_336,CRPC_41,{'type': 'MATCHES'}
Q_336,CRPC_73,{'type': 'MATCHES'}
Q_336,CRPC_160,{'type': 'MATCHES'}
Q_336,CRPC_167,{'type': 'MATCHES'}
Q_336,IEA_27,{'type': 'MATCHES'}
Q_339,fir,{'type': 'RELATES_TO'}
Q_339,bail,{'type': 'RELATES_TO'}
Q_339,arrest,{'type': 'RELATES_TO'}
Q_339,anticipatory_bail,{'type': 'RELATES_TO'}
Q_339,murder,{'type': 'RELATES_TO'}
Q_339,CRPC_154,{'type': 'MATCHES'}
Q_339,CRPC_156,{'type': 'MATCHES'}
Q_339,CRPC_200,{'type': 'MATCHES'}
Q_339,CRPC_210,{'type': 'MATCHES'}
Q_339,CRPC_302,{'type': 'MATCHES'}
Q_339,CRPC_482,{'type': 'MATCHES'}
Q_339,CPC_24,{'type': 'MATCHES'}
Q_339,CRPC_167,{'type': 'MATCHES'}
Q_339,CRPC_397,{'type': 'MATCHES'}
Q_339,CRPC_439,{'type': 'MATCHES'}
Q_339,CRPC_41,{'type': 'MATCHES'}
Q_339,CRPC_73,{'type': 'MATCHES'}
Q_339,CRPC_160,{'type': 'MATCHES'}
Q_339,IEA_27,{'type': 'MATCHES'}
Q_339,CRPC_438,{'type': 'MATCHES'}
Q_339,IPC_302,{'type': 'MATCHES'}
Q_339,IPC_307,{'type': 'MATCHES'}
Q_339,IPC_308,{'type': 'MATCHES'}
Q_339,IPC_309,{'type': 'MATCHES'}
Q_340,fir,{'type': 'RELATES_TO'}
Q_340,CRPC_154,{'type': 'MATCHES'}
Q_340,CRPC_156,{'type': 'MATCHES'}
Q_340,CRPC_200,{'type': 'MATCHES'}
Q_340,CRPC_210,{'type': 'MATCHES'}
Q_340,CRPC_302,{'type': 'MATCHES'}
Q_340,CRPC_482,{'type': 'MATCHES'}
Q_340,CPC_24,{'type': 'MATCHES'}
Q_341,fir,{'type': 'RELATES_TO'}
Q_341,cheating,{'type': 'RELATES_TO'}
Q_341,CRPC_154,{'type': 'MATCHES'}
Q_341,CRPC_156,{'type': 'MATCHES'}
Q_341,CRPC_200,{'type': 'MATCHES'}
Q_341,CRPC_210,{'type': 'MATCHES'}
Q_341,CRPC_302,{'type': 'MATCHES'}
Q_341,CRPC_482,{'type': 'MATCHES'}
Q_341,CPC_24,{'type': 'MATCHES'}
Q_341,IPC_415,{'type': 'MATCHES'}
Q_341,IPC_417,{'type': 'MATCHES'}
Q_341,IPC_419,{'type': 'MATCHES'}
Q_341,IPC_420,{'type': 'MATCHES'}
Q_341,CRPC_320,{'type': 'MATCHES'}
Q_341,ICA_73,{'type': 'MATCHES'}
Q_341,ICA_74,{'type': 'MATCHES'}
Q_341,ICA_75,{'type': 'MATCHES'}
Q_342,anticipatory_bail,{'type': 'RELATES_TO'}
Q_342,CRPC_438,{'type': 'MATCHES'}
Q_343,fir,{'type': 'RELATES_TO'}
Q_343,CRPC_154,{'type': 'MATCHES'}
Q_343,CRPC_156,{'type': 'MATCHES'}
Q_343,CRPC_200,{'type': 'MATCHES'}
Q_343,CRPC_210,{'type': 'MATCHES'}
Q_343,CRPC_302,{'type': 'MATCHES'}
Q_343,CRPC_482,{'type': 'MATCHES'}
Q_343,CPC_24,{'type': 'MATCHES'}
Q_344,fir,{'type': 'RELATES_TO'}
Q_344,CRPC_154,{'type': 'MATCHES'}
Q_344,CRPC_156,{'type': 'MATCHES'}
Q_344,CRPC_200,{'type': 'MATCHES'}
Q_344,CRPC_210,{'type': 'MATCHES'}
Q_344,CRPC_302,{'type': 'MATCHES'}
Q_344,CRPC_482,{'type': 'MATCHES'}
Q_344,CPC_24,{'type': 'MATCHES'}
Q_350,cheating,{'type': 'RELATES_TO'}
Q_350,IPC_415,{'type': 'MATCHES'}
Q_350,IPC_417,{'type': 'MATCHES'}
Q_350,IPC_419,{'type': 'MATCHES'}
Q_350,IPC_420,{'type': 'MATCHES'}
Q_350,CRPC_320,{'type': 'MATCHES'}
Q_350,ICA_73,{'type': 'MATCHES'}
Q_350,ICA_74,{'type': 'MATCHES'}
Q_350,ICA_75,{'type': 'MATCHES'}
Q_351,defamation,{'type': 'RELATES_TO'}
Q_351,IPC_499,{'type': 'MATCHES'}
Q_351,IPC_500,{'type': 'MATCHES'}
Q_352,charge_sheet,{'type': 'RELATES_TO'}
Q_352,bail,{'type': 'RELATES_TO'}
Q_352,arrest,{'type': 'RELATES_TO'}
Q_352,anticipatory_bail,{'type': 'RELATES_TO'}
Q_352,CRPC_173,{'type': 'MATCHES'}
Q_352,CRPC_205,{'type': 'MATCHES'}
Q_352,CRPC_210,{'type': 'MATCHES'}
Q_352,CRPC_216,{'type': 'MATCHES'}
Q_352,CRPC_227,{'type': 'MATCHES'}
Q_352,CRPC_239,{'type': 'MATCHES'}
Q_352,CRPC_317,{'type': 'MATCHES'}
Q_352,CRPC_167,{'type': 'MATCHES'}
Q_352,CRPC_397,{'type': 'MATCHES'}
Q_352,CRPC_439,{'type': 'MATCHES'}
Q_352,CRPC_482,{'type': 'MATCHES'}
Q_352,CRPC_41,{'type': 'MATCHES'}
Q_352,CRPC_73,{'type': 'MATCHES'}
Q_352,CRPC_160,{'type': 'MATCHES'}
Q_352,IEA_27,{'type': 'MATCHES'}
Q_352,CRPC_438,{'type': 'MATCHES'}
Q_354,cheating,{'type': 'RELATES_TO'}
Q_354,IPC_415,{'type': 'MATCHES'}
Q_354,IPC_417,{'type': 'MATCHES'}
Q_354,IPC_419,{'type': 'MATCHES'}
Q_354,IPC_420,{'type': 'MATCHES'}
Q_354,CRPC_320,{'type': 'MATCHES'}
Q_354,ICA_73,{'type': 'MATCHES'}
Q_354,ICA_74,{'type': 'MATCHES'}
Q_354,ICA_75,{'type': 'MATCHES'}
Q_356,fir,{'type': 'RELATES_TO'}
Q_356,charge_sheet,{'type': 'RELATES_TO'}
Q_356,CRPC_154,{'type': 'MATCHES'}
Q_356,CRPC_156,{'type': 'MATCHES'}
Q_356,CRPC_200,{'type': 'MATCHES'}
Q_356,CRPC_210,{'type': 'MATCHES'}
Q_356,CRPC_302,{'type': 'MATCHES'}
Q_356,CRPC_482,{'type': 'MATCHES'}
Q_356,CPC_24,{'type': 'MATCHES'}
Q_356,CRPC_173,{'type': 'MATCHES'}
Q_356,CRPC_205,{'type': 'MATCHES'}
Q_356,CRPC_216,{'type': 'MATCHES'}
Q_356,CRPC_227,{'type': 'MATCHES'}
Q_356,CRPC_239,{'type': 'MATCHES'}
Q_356,CRPC_317,{'type': 'MATCHES'}
Q_357,fir,{'type': 'RELATES_TO'}
Q_357,CRPC_154,{'type': 'MATCHES'}
Q_357,CRPC_156,{'type': 'MATCHES'}
Q_357,CRPC_200,{'type': 'MATCHES'}
Q_357,CRPC_210,{'type': 'MATCHES'}
Q_357,CRPC_302,{'type': 'MATCHES'}
Q_357,CRPC_482,{'type': 'MATCHES'}
Q_357,CPC_24,{'type': 'MATCHES'}
Q_360,domestic_violence,{'type': 'RELATES_TO'}
Q_360,rape,{'type': 'RELATES_TO'}
Q_360,IPC_375,{'type': 'MATCHES'}
Q_360,IPC_376,{'type': 'MATCHES'}
Q_360,IEA_45,{'type': 'MATCHES'}
Q_362,fir,{'type': 'RELATES_TO'}
Q_362,CRPC_154,{'type': 'MATCHES'}
Q_362,CRPC_156,{'type': 'MATCHES'}
Q_362,CRPC_200,{'type': 'MATCHES'}
Q_362,CRPC_210,{'type': 'MATCHES'}
Q_362,CRPC_302,{'type': 'MATCHES'}
Q_362,CRPC_482,{'type': 'MATCHES'}
Q_362,CPC_24,{'type': 'MATCHES'}
Q_368,defamation,{'type': 'RELATES_TO'}
Q_368,IPC_499,{'type': 'MATCHES'}
Q_368,IPC_500,{'type': 'MATCHES'}
Q_369,maintenance,{'type': 'RELATES_TO'}
Q_369,CRPC_125,{'type': 'MATCHES'}
Q_369,HMA_9,{'type': 'MATCHES'}
Q_370,corruption,{'type': 'RELATES_TO'}
Q_370,perjury,{'type': 'RELATES_TO'}
Q_370,IPC_409,{'type': 'MATCHES'}
Q_370,PCA_7,{'type': 'MATCHES'}
Q_370,PCA_13,{'type': 'MATCHES'}
Q_370,IPC_182,{'type': 'MATCHES'}
Q_370,IPC_191,{'type': 'MATCHES'}
Q_370,IPC_192,{'type': 'MATCHES'}
Q_370,IPC_193,{'type': 'MATCHES'}
Q_370,IPC_194,{'type': 'MATCHES'}
Q_370,IPC_195,{'type': 'MATCHES'}
Q_370,IPC_199,{'type': 'MATCHES'}
Q_370,IPC_200,{'type': 'MATCHES'}
Q_370,IPC_205,{'type': 'MATCHES'}
Q_370,IPC_228,{'type': 'MATCHES'}
Q_370,CRPC_195,{'type': 'MATCHES'}
Q_370,CRPC_340,{'type': 'MATCHES'}
Q_371,fir,{'type': 'RELATES_TO'}
Q_371,CRPC_154,{'type': 'MATCHES'}
Q_371,CRPC_156,{'type': 'MATCHES'}
Q_371,CRPC_200,{'type': 'MATCHES'}
Q_371,CRPC_210,{'type': 'MATCHES'}
Q_371,CRPC_302,{'type': 'MATCHES'}
Q_371,CRPC_482,{'type': 'MATCHES'}
Q_371,CPC_24,{'type': 'MATCHES'}
Q_372,fir,{'type': 'RELATES_TO'}
Q_372,public_nuisance,{'type': 'RELATES_TO'}
Q_372,mischief,{'type': 'RELATES_TO'}
Q_372,arrest,{'type': 'RELATES_TO'}
Q_372,CRPC_154,{'type': 'MATCHES'}
Q_372,CRPC_156,{'type': 'MATCHES'}
Q_372,CRPC_200,{'type': 'MATCHES'}
Q_372,CRPC_210,{'type': 'MATCHES'}
Q_372,CRPC_302,{'type': 'MATCHES'}
Q_372,CRPC_482,{'type': 'MATCHES'}
Q_372,CPC_24,{'type': 'MATCHES'}
Q_372,IPC_268,{'type': 'MATCHES'}
Q_372,IPC_290,{'type': 'MATCHES'}
Q_372,CRPC_107,{'type': 'MATCHES'}
Q_372,CRPC_116,{'type': 'MATCHES'}
Q_372,CRPC_133,{'type': 'MATCHES'}
Q_372,CRPC_144,{'type': 'MATCHES'}
Q_372,IPC_425,{'type': 'MATCHES'}
Q_372,IPC_427,{'type': 'MATCHES'}
Q_372,IPC_428,{'type': 'MATCHES'}
Q_372,IPC_429,{'type': 'MATCHES'}
Q_372,CRPC_41,{'type': 'MATCHES'}
Q_372,CRPC_73,{'type': 'MATCHES'}
Q_372,CRPC_160,{'type': 'MATCHES'}
Q_372,CRPC_167,{'type': 'MATCHES'}
Q_372,IEA_27,{'type': 'MATCHES'}
Q_373,cheating,{'type': 'RELATES_TO'}
Q_373,IPC_415,{'type': 'MATCHES'}
Q_373,IPC_417,{'type': 'MATCHES'}
Q_373,IPC_419,{'type': 'MATCHES'}
Q_373,IPC_420,{'type': 'MATCHES'}
Q_373,CRPC_320,{'type': 'MATCHES'}
Q_373,ICA_73,{'type': 'MATCHES'}
Q_373,ICA_74,{'type': 'MATCHES'}
Q_373,ICA_75,{'type': 'MATCHES'}
Q_374,fir,{'type': 'RELATES_TO'}
Q_374,defamation,{'type': 'RELATES_TO'}
Q_374,CRPC_154,{'type': 'MATCHES'}
Q_374,CRPC_156,{'type': 'MATCHES'}
Q_374,CRPC_200,{'type': 'MATCHES'}
Q_374,CRPC_210,{'type': 'MATCHES'}
Q_374,CRPC_302,{'type': 'MATCHES'}
Q_374,CRPC_482,{'type': 'MATCHES'}
Q_374,CPC_24,{'type': 'MATCHES'}
Q_374,IPC_499,{'type': 'MATCHES'}
Q_374,IPC_500,{'type': 'MATCHES'}
Q_375,domestic_violence,{'type': 'RELATES_TO'}
Q_375,maintenance,{'type': 'RELATES_TO'}
Q_375,arrest,{'type': 'RELATES_TO'}
Q_375,CRPC_125,{'type': 'MATCHES'}
Q_375,HMA_9,{'type': 'MATCHES'}
Q_375,CRPC_41,{'type': 'MATCHES'}
Q_375,CRPC_73,{'type': 'MATCHES'}
Q_375,CRPC_160,{'type': 'MATCHES'}
Q_375,CRPC_167,{'type': 'MATCHES'}
Q_375,IEA_27,{'type': 'MATCHES'}
Q_378,abetment,{'type': 'RELATES_TO'}
Q_378,murder,{'type': 'RELATES_TO'}
Q_378,IPC_107,{'type': 'MATCHES'}
Q_378,IPC_302,{'type': 'MATCHES'}
Q_378,IPC_307,{'type': 'MATCHES'}
Q_378,IPC_308,{'type': 'MATCHES'}
Q_378,IPC_309,{'type': 'MATCHES'}
Q_379,fir,{'type': 'RELATES_TO'}
Q_379,cheating,{'type': 'RELATES_TO'}
Q_379,rash_driving,{'type': 'RELATES_TO'}
Q_379,CRPC_154,{'type': 'MATCHES'}
Q_379,CRPC_156,{'type': 'MATCHES'}
Q_379,CRPC_200,{'type': 'MATCHES'}
Q_379,CRPC_210,{'type': 'MATCHES'}
Q_379,CRPC_302,{'type': 'MATCHES'}
Q_379,CRPC_482,{'type': 'MATCHES'}
Q_379,CPC_24,{'type': 'MATCHES'}
Q_379,IPC_415,{'type': 'MATCHES'}
Q_379,IPC_417,{'type': 'MATCHES'}
Q_379,IPC_419,{'type': 'MATCHES'}
Q_379,IPC_420,{'type': 'MATCHES'}
Q_379,CRPC_320,{'type': 'MATCHES'}
Q_379,ICA_73,{'type': 'MATCHES'}
Q_379,ICA_74,{'type': 'MATCHES'}
Q_379,ICA_75,{'type': 'MATCHES'}
Q_379,IPC_279,{'type': 'MATCHES'}
Q_379,IPC_337,{'type': 'MATCHES'}
Q_379,IPC_338,{'type': 'MATCHES'}
Q_382,charge_sheet,{'type': 'RELATES_TO'}
Q_382,fir,{'type': 'RELATES_TO'}
Q_382,murder,{'type': 'RELATES_TO'}
Q_382,rape,{'type': 'RELATES_TO'}
Q_382,CRPC_173,{'type': 'MATCHES'}
Q_382,CRPC_205,{'type': 'MATCHES'}
Q_382,CRPC_210,{'type': 'MATCHES'}
Q_382,CRPC_216,{'type': 'MATCHES'}
Q_382,CRPC_227,{'type': 'MATCHES'}
Q_382,CRPC_239,{'type': 'MATCHES'}
Q_382,CRPC_317,{'type': 'MATCHES'}
Q_382,CRPC_154,{'type': 'MATCHES'}
Q_382,CRPC_156,{'type': 'MATCHES'}
Q_382,CRPC_200,{'type': 'MATCHES'}
Q_382,CRPC_302,{'type': 'MATCHES'}
Q_382,CRPC_482,{'type': 'MATCHES'}
Q_382,CPC_24,{'type': 'MATCHES'}
Q_382,IPC_302,{'type': 'MATCHES'}
Q_382,IPC_307,{'type': 'MATCHES'}
Q_382,IPC_308,{'type': 'MATCHES'}
Q_382,IPC_309,{'type': 'MATCHES'}
Q_382,IPC_375,{'type': 'MATCHES'}
Q_382,IPC_376,{'type': 'MATCHES'}
Q_382,IEA_45,{'type': 'MATCHES'}
Q_383,bail,{'type': 'RELATES_TO'}
Q_383,CRPC_167,{'type': 'MATCHES'}
Q_383,CRPC_397,{'type': 'MATCHES'}
Q_383,CRPC_439,{'type': 'MATCHES'}
Q_383,CRPC_482,{'type': 'MATCHES'}
Q_384,cheating,{'type': 'RELATES_TO'}
Q_384,rape,{'type': 'RELATES_TO'}
Q_384,IPC_415,{'type': 'MATCHES'}
Q_384,IPC_417,{'type': 'MATCHES'}
Q_384,IPC_419,{'type': 'MATCHES'}
Q_384,IPC_420,{'type': 'MATCHES'}
Q_384,CRPC_320,{'type': 'MATCHES'}
Q_384,ICA_73,{'type': 'MATCHES'}
Q_384,ICA_74,{'type': 'MATCHES'}
Q_384,ICA_75,{'type': 'MATCHES'}
Q_384,IPC_375,{'type': 'MATCHES'}
Q_384,IPC_376,{'type': 'MATCHES'}
Q_384,IEA_45,{'type': 'MATCHES'}
Q_385,maintenance,{'type': 'RELATES_TO'}
Q_385,CRPC_125,{'type': 'MATCHES'}
Q_385,HMA_9,{'type': 'MATCHES'}
Q_387,charge_sheet,{'type': 'RELATES_TO'}
Q_387,CRPC_173,{'type': 'MATCHES'}
Q_387,CRPC_205,{'type': 'MATCHES'}
Q_387,CRPC_210,{'type': 'MATCHES'}
Q_387,CRPC_216,{'type': 'MATCHES'}
Q_387,CRPC_227,{'type': 'MATCHES'}
Q_387,CRPC_239,{'type': 'MATCHES'}
Q_387,CRPC_317,{'type': 'MATCHES'}
Q_390,fir,{'type': 'RELATES_TO'}
