node_id,type,label,source_graph,level,original_id,text,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
"PC::Section 4 of the Rajasthan Land Reforms and Resumption of Jagirs Act, 1952",LegalProvision,"Section 4 of the Rajasthan Land Reforms and Resumption of Jagirs Act, 1952",PC_Family,pc,"Section 4 of the Rajasthan Land Reforms and Resumption of Jagirs Act, 1952",,,,,,,,
"PC::Section 190 of the Marwar Land Revenue Act, 1949",LegalProvision,"Section 190 of the Marwar Land Revenue Act, 1949",PC_Family,pc,"Section 190 of the Marwar Land Revenue Act, 1949",,,,,,,,
PC::Surviving Family Members Claimed Shares in Properties,CaseFact,Surviving Family Members Claimed Shares in Properties,PC_Family,pc,Surviving Family Members Claimed Shares in Properties,,,,,,,,
PC::Evacuee Property Declaration Challenged,CaseFact,Evacuee Property Declaration Challenged,PC_Family,pc,Evacuee Property Declaration Challenged,,,,,,,,
PC::Order Declaring Properties as Evacuee Property Found Invalid,LegalProvision,Order Declaring Properties as Evacuee Property Found Invalid,PC_Family,pc,Order Declaring Properties as Evacuee Property Found Invalid,,,,,,,,
"PC::Section 11 of the Evacuee Interest Separation Act, 1951",LegalProvision,"Section 11 of the Evacuee Interest Separation Act, 1951",PC_Family,pc,"Section 11 of the Evacuee Interest Separation Act, 1951",,,,,,,,
PC::Hindu Undivided Family as Beneficiary of Shares,CaseFact,Hindu Undivided Family as Beneficiary of Shares,PC_Family,pc,Hindu Undivided Family as Beneficiary of Shares,,,,,,,,
PC::Income-tax Officer Added Deemed Dividend to Joint Family Income,CaseFact,Income-tax Officer Added Deemed Dividend to Joint Family Income,PC_Family,pc,Income-tax Officer Added Deemed Dividend to Joint Family Income,,,,,,,,
PC::High Court Held Hindu Undivided Family Not Registered Shareholder,CaseFact,High Court Held Hindu Undivided Family Not Registered Shareholder,PC_Family,pc,High Court Held Hindu Undivided Family Not Registered Shareholder,,,,,,,,
PC::High Court Affirmed Interpretation of Section 23A,LegalProvision,High Court Affirmed Interpretation of Section 23A,PC_Family,pc,High Court Affirmed Interpretation of Section 23A,,,,,,,,
PC::Wakf Created for Maintenance of Daughters,CaseFact,Wakf Created for Maintenance of Daughters,PC_Family,pc,Wakf Created for Maintenance of Daughters,,,,,,,,
PC::Income Tax Assessment Disputed,CaseFact,Income Tax Assessment Disputed,PC_Family,pc,Income Tax Assessment Disputed,,,,,,,,
PC::Beneficiaries Shares Indeterminate,CaseFact,Beneficiaries Shares Indeterminate,PC_Family,pc,Beneficiaries Shares Indeterminate,,,,,,,,
PC::Section 41 of the Indian Income-tax Act,LegalProvision,Section 41 of the Indian Income-tax Act,PC_Family,pc,Section 41 of the Indian Income-tax Act,,,,,,,,
PC::Relationship of Landlord and Tenant Disputed,CaseFact,Relationship of Landlord and Tenant Disputed,PC_Family,pc,Relationship of Landlord and Tenant Disputed,,,,,,,,
PC::High Court Found No Valid Lease,CaseFact,High Court Found No Valid Lease,PC_Family,pc,High Court Found No Valid Lease,,,,,,,,
PC::Applications for Standard Rent Filed,CaseFact,Applications for Standard Rent Filed,PC_Family,pc,Applications for Standard Rent Filed,,,,,,,,
PC::High Court Set Aside Trial Court Finding,CaseFact,High Court Set Aside Trial Court Finding,PC_Family,pc,High Court Set Aside Trial Court Finding,,,,,,,,
PC::Provisions of Municipal Act Applied,LegalProvision,Provisions of Municipal Act Applied,PC_Family,pc,Provisions of Municipal Act Applied,,,,,,,,
PC::Estoppel Argument Rejected by High Court,CaseFact,Estoppel Argument Rejected by High Court,PC_Family,pc,Estoppel Argument Rejected by High Court,,,,,,,,
PC::Goda Dattak Custom Discussed,CaseFact,Goda Dattak Custom Discussed,PC_Family,pc,Goda Dattak Custom Discussed,,,,,,,,
PC::Trial Court Found No Custom Against Adoption,CaseFact,Trial Court Found No Custom Against Adoption,PC_Family,pc,Trial Court Found No Custom Against Adoption,,,,,,,,
PC::High Court Upheld Trial Court Decision,CaseFact,High Court Upheld Trial Court Decision,PC_Family,pc,High Court Upheld Trial Court Decision,,,,,,,,
PC::Implied Prohibition on Adoption Established,CaseFact,Implied Prohibition on Adoption Established,PC_Family,pc,Implied Prohibition on Adoption Established,,,,,,,,
PC::Section 14 of the Hindu Succession Act,LegalProvision,Section 14 of the Hindu Succession Act,PC_Family,pc,Section 14 of the Hindu Succession Act,,,,,,,,
PC::Husband Committed Murder of Paramour,CaseFact,Husband Committed Murder of Paramour,PC_Family,pc,Husband Committed Murder of Paramour,,,,,,,,
PC::Wife Admitted Illicit Relationship,CaseFact,Wife Admitted Illicit Relationship,PC_Family,pc,Wife Admitted Illicit Relationship,,,,,,,,
PC::Jury Found Accused Guilty of Murder,CaseFact,Jury Found Accused Guilty of Murder,PC_Family,pc,Jury Found Accused Guilty of Murder,,,,,,,,
PC::Sessions Judge Disagreed with Jury Verdict,CaseFact,Sessions Judge Disagreed with Jury Verdict,PC_Family,pc,Sessions Judge Disagreed with Jury Verdict,,,,,,,,
PC::High Court Upheld Conviction and Sentence,CaseFact,High Court Upheld Conviction and Sentence,PC_Family,pc,High Court Upheld Conviction and Sentence,,,,,,,,
PC::Section 307 of the Code of Criminal Procedure,LegalProvision,Section 307 of the Code of Criminal Procedure,PC_Family,pc,Section 307 of the Code of Criminal Procedure,,,,,,,,
PC::Business Operated as Association of Persons,CaseFact,Business Operated as Association of Persons,PC_Family,pc,Business Operated as Association of Persons,,,,,,,,
PC::Minor Heirs Involved in Business Operations,CaseFact,Minor Heirs Involved in Business Operations,PC_Family,pc,Minor Heirs Involved in Business Operations,,,,,,,,
PC::Partition Suit Filed by Widow,CaseFact,Partition Suit Filed by Widow,PC_Family,pc,Partition Suit Filed by Widow,,,,,,,,
PC::Joint Receivers Appointed for Business Management,CaseFact,Joint Receivers Appointed for Business Management,PC_Family,pc,Joint Receivers Appointed for Business Management,,,,,,,,
PC::Unity of Control Maintained in Business Operations,CaseFact,Unity of Control Maintained in Business Operations,PC_Family,pc,Unity of Control Maintained in Business Operations,,,,,,,,
PC::Section 3 of the Indian Income-tax Act,LegalProvision,Section 3 of the Indian Income-tax Act,PC_Family,pc,Section 3 of the Indian Income-tax Act,,,,,,,,
PC::Testator Left Two Minor Daughters,CaseFact,Testator Left Two Minor Daughters,PC_Family,pc,Testator Left Two Minor Daughters,,,,,,,,
PC::Testator Appointed Brother as Guardian,CaseFact,Testator Appointed Brother as Guardian,PC_Family,pc,Testator Appointed Brother as Guardian,,,,,,,,
PC::Daughters Claimed Possession of Lands,CaseFact,Daughters Claimed Possession of Lands,PC_Family,pc,Daughters Claimed Possession of Lands,,,,,,,,
PC::Appellant Contested Daughters' Right of Selection,CaseFact,Appellant Contested Daughters' Right of Selection,PC_Family,pc,Appellant Contested Daughters' Right of Selection,,,,,,,,
PC::Trial Court Upheld Daughters' Claim,CaseFact,Trial Court Upheld Daughters' Claim,PC_Family,pc,Trial Court Upheld Daughters' Claim,,,,,,,,
PC::High Court Affirmed Trial Court Decision,CaseFact,High Court Affirmed Trial Court Decision,PC_Family,pc,High Court Affirmed Trial Court Decision,,,,,,,,
"PC::Section 89 of the Indian Succession Act, 1925",LegalProvision,"Section 89 of the Indian Succession Act, 1925",PC_Family,pc,"Section 89 of the Indian Succession Act, 1925",,,,,,,,
PC::Custodian Took Possession of Evacuee Properties,CaseFact,Custodian Took Possession of Evacuee Properties,PC_Family,pc,Custodian Took Possession of Evacuee Properties,,,,,,,,
PC::Claim for Properties Filed by Owner,CaseFact,Claim for Properties Filed by Owner,PC_Family,pc,Claim for Properties Filed by Owner,,,,,,,,
PC::Order of Custodian Released Properties,LegalProvision,Order of Custodian Released Properties,PC_Family,pc,Order of Custodian Released Properties,,,,,,,,
PC::Deputy Custodian-General Set Aside Custodian Order,LegalProvision,Deputy Custodian-General Set Aside Custodian Order,PC_Family,pc,Deputy Custodian-General Set Aside Custodian Order,,,,,,,,
PC::Appeal Filed Against Deputy Custodian-General Order,LegalProvision,Appeal Filed Against Deputy Custodian-General Order,PC_Family,pc,Appeal Filed Against Deputy Custodian-General Order,,,,,,,,
"PC::Section 27 of the Administration of Evacuee Property Act, No. XXXI of 1950",LegalProvision,"Section 27 of the Administration of Evacuee Property Act, No. XXXI of 1950",PC_Family,pc,"Section 27 of the Administration of Evacuee Property Act, No. XXXI of 1950",,,,,,,,
"PC::Section 58(3) of the Administration of Evacuee Property Act, No. XXXI of 1950",LegalProvision,"Section 58(3) of the Administration of Evacuee Property Act, No. XXXI of 1950",PC_Family,pc,"Section 58(3) of the Administration of Evacuee Property Act, No. XXXI of 1950",,,,,,,,
PC::Custodian Declared Properties as Evacuee,CaseFact,Custodian Declared Properties as Evacuee,PC_Family,pc,Custodian Declared Properties as Evacuee,,,,,,,,
PC::High Court Dismissed Application to Quash Custodian Order,LegalProvision,High Court Dismissed Application to Quash Custodian Order,PC_Family,pc,High Court Dismissed Application to Quash Custodian Order,,,,,,,,
PC::Appeal Filed Against Assistant Custodian Decision,CaseFact,Appeal Filed Against Assistant Custodian Decision,PC_Family,pc,Appeal Filed Against Assistant Custodian Decision,,,,,,,,
PC::Custodian Set Aside Assistant Custodian Order,LegalProvision,Custodian Set Aside Assistant Custodian Order,PC_Family,pc,Custodian Set Aside Assistant Custodian Order,,,,,,,,
PC::Appellant Challenged Competence of Custodian Appeal,CaseFact,Appellant Challenged Competence of Custodian Appeal,PC_Family,pc,Appellant Challenged Competence of Custodian Appeal,,,,,,,,
"PC::Section 7 of the Administration of Evacuee Property Act, 1950",LegalProvision,"Section 7 of the Administration of Evacuee Property Act, 1950",PC_Family,pc,"Section 7 of the Administration of Evacuee Property Act, 1950",,,,,,,,
"PC::Section 24 of the Administration of Evacuee Property Act, 1950",LegalProvision,"Section 24 of the Administration of Evacuee Property Act, 1950",PC_Family,pc,"Section 24 of the Administration of Evacuee Property Act, 1950",,,,,,,,
"PC::Section 26 of the Administration of Evacuee Property Act, 1950",LegalProvision,"Section 26 of the Administration of Evacuee Property Act, 1950",PC_Family,pc,"Section 26 of the Administration of Evacuee Property Act, 1950",,,,,,,,
PC::Appellant Deceived University for Admission,CaseFact,Appellant Deceived University for Admission,PC_Family,pc,Appellant Deceived University for Admission,,,,,,,,
PC::False Statements Made by Appellant,CaseFact,False Statements Made by Appellant,PC_Family,pc,False Statements Made by Appellant,,,,,,,,
PC::Attempt to Cheat Established,CaseFact,Attempt to Cheat Established,PC_Family,pc,Attempt to Cheat Established,,,,,,,,
PC::Admission Card Considered Property,CaseFact,Admission Card Considered Property,PC_Family,pc,Admission Card Considered Property,,,,,,,,
PC::High Court Set Aside Award,CaseFact,High Court Set Aside Award,PC_Family,pc,High Court Set Aside Award,,,,,,,,
PC::Appeal Under Letters Patent Considered,CaseFact,Appeal Under Letters Patent Considered,PC_Family,pc,Appeal Under Letters Patent Considered,,,,,,,,
PC::Full Bench Opinion on Appeal Maintainability,CaseFact,Full Bench Opinion on Appeal Maintainability,PC_Family,pc,Full Bench Opinion on Appeal Maintainability,,,,,,,,
PC::Arbitration Act Governs Proceedings,LegalProvision,Arbitration Act Governs Proceedings,PC_Family,pc,Arbitration Act Governs Proceedings,,,,,,,,
PC::Respondent Purchased Land at Auction,CaseFact,Respondent Purchased Land at Auction,PC_Family,pc,Respondent Purchased Land at Auction,,,,,,,,
PC::Appellant Claimed Rights to Occupy Land,CaseFact,Appellant Claimed Rights to Occupy Land,PC_Family,pc,Appellant Claimed Rights to Occupy Land,,,,,,,,
PC::Respondent Filed Suit for Possession,CaseFact,Respondent Filed Suit for Possession,PC_Family,pc,Respondent Filed Suit for Possession,,,,,,,,
PC::High Court Upheld Respondent's Claim,CaseFact,High Court Upheld Respondent's Claim,PC_Family,pc,High Court Upheld Respondent's Claim,,,,,,,,
PC::Madhya Pradesh Abolition of Proprietary Rights Act Came into Force,LegalProvision,Madhya Pradesh Abolition of Proprietary Rights Act Came into Force,PC_Family,pc,Madhya Pradesh Abolition of Proprietary Rights Act Came into Force,,,,,,,,
PC::Appellant Objected to Delivery of Possession,CaseFact,Appellant Objected to Delivery of Possession,PC_Family,pc,Appellant Objected to Delivery of Possession,,,,,,,,
PC::Execution Court Dismissed Appellant's Objection,CaseFact,Execution Court Dismissed Appellant's Objection,PC_Family,pc,Execution Court Dismissed Appellant's Objection,,,,,,,,
PC::High Court Relied on Previous Case Law,CaseFact,High Court Relied on Previous Case Law,PC_Family,pc,High Court Relied on Previous Case Law,,,,,,,,
"PC::Section 3 of the Madhya Pradesh Abolition of Proprietary Rights Act, 1950",LegalProvision,"Section 3 of the Madhya Pradesh Abolition of Proprietary Rights Act, 1950",PC_Family,pc,"Section 3 of the Madhya Pradesh Abolition of Proprietary Rights Act, 1950",,,,,,,,
"PC::Section 4 of the Madhya Pradesh Abolition of Proprietary Rights Act, 1950",LegalProvision,"Section 4 of the Madhya Pradesh Abolition of Proprietary Rights Act, 1950",PC_Family,pc,"Section 4 of the Madhya Pradesh Abolition of Proprietary Rights Act, 1950",,,,,,,,
"PC::Section 7 of the Madhya Pradesh Abolition of Proprietary Rights Act, 1950",LegalProvision,"Section 7 of the Madhya Pradesh Abolition of Proprietary Rights Act, 1950",PC_Family,pc,"Section 7 of the Madhya Pradesh Abolition of Proprietary Rights Act, 1950",,,,,,,,
"PC::Section 41 of the Madhya Pradesh Abolition of Proprietary Rights Act, 1950",LegalProvision,"Section 41 of the Madhya Pradesh Abolition of Proprietary Rights Act, 1950",PC_Family,pc,"Section 41 of the Madhya Pradesh Abolition of Proprietary Rights Act, 1950",,,,,,,,
PC::Claim for Breach of Contract Established,LegalProvision,Claim for Breach of Contract Established,PC_Family,pc,Claim for Breach of Contract Established,,,,,,,,
PC::Appellant Acted on Own Account,CaseFact,Appellant Acted on Own Account,PC_Family,pc,Appellant Acted on Own Account,,,,,,,,
PC::Respondent Failed to Deliver Goods,CaseFact,Respondent Failed to Deliver Goods,PC_Family,pc,Respondent Failed to Deliver Goods,,,,,,,,
PC::Excess Payment Made by Appellant Not Proved,CaseFact,Excess Payment Made by Appellant Not Proved,PC_Family,pc,Excess Payment Made by Appellant Not Proved,,,,,,,,
PC::Husband and Wife Relationship,CaseFact,Husband and Wife Relationship,PC_Family,pc,Husband and Wife Relationship,,,,,,,,
PC::Proprietorship of Firm by Wife,CaseFact,Proprietorship of Firm by Wife,PC_Family,pc,Proprietorship of Firm by Wife,,,,,,,,
PC::Charges of Selling Above Controlled Price,CaseFact,Charges of Selling Above Controlled Price,PC_Family,pc,Charges of Selling Above Controlled Price,,,,,,,,
PC::Prosecution Initiated for Price Control Violation,CaseFact,Prosecution Initiated for Price Control Violation,PC_Family,pc,Prosecution Initiated for Price Control Violation,,,,,,,,
PC::High Court Dismissed Reference to Quash Charges,CaseFact,High Court Dismissed Reference to Quash Charges,PC_Family,pc,High Court Dismissed Reference to Quash Charges,,,,,,,,
PC::Arguments on Constitutionality of Price Fixing,CaseFact,Arguments on Constitutionality of Price Fixing,PC_Family,pc,Arguments on Constitutionality of Price Fixing,,,,,,,,
PC::Report of Police Officer Found Sufficient,CaseFact,Report of Police Officer Found Sufficient,PC_Family,pc,Report of Police Officer Found Sufficient,,,,,,,,
PC::Charges Framed by Magistrate,CaseFact,Charges Framed by Magistrate,PC_Family,pc,Charges Framed by Magistrate,,,,,,,,
"PC::Section 11 of the Essential Supplies Temporary Powers Act, 1946",LegalProvision,"Section 11 of the Essential Supplies Temporary Powers Act, 1946",PC_Family,pc,"Section 11 of the Essential Supplies Temporary Powers Act, 1946",,,,,,,,
PC::Flat Requisitioned by Government,CaseFact,Flat Requisitioned by Government,PC_Family,pc,Flat Requisitioned by Government,,,,,,,,
PC::Owner Sought De-requisition for Personal Use,CaseFact,Owner Sought De-requisition for Personal Use,PC_Family,pc,Owner Sought De-requisition for Personal Use,,,,,,,,
PC::Flat Occupied by Triveni Kala Sangam,CaseFact,Flat Occupied by Triveni Kala Sangam,PC_Family,pc,Flat Occupied by Triveni Kala Sangam,,,,,,,,
PC::Government Rejected De-requisition Requests,CaseFact,Government Rejected De-requisition Requests,PC_Family,pc,Government Rejected De-requisition Requests,,,,,,,,
PC::Writ of Mandamus Issued for Possession,CaseFact,Writ of Mandamus Issued for Possession,PC_Family,pc,Writ of Mandamus Issued for Possession,,,,,,,,
